,name
4213,"Greens, frozen, cooked, fat added"
4214,"Greens, canned, cooked"
4215,"Kale, raw"
4216,"Kale, fresh, cooked, no added fat"
4217,"Kale, frozen, cooked, no added fat"
4218,"Kale, NS as to form, cooked"
4219,"Kale, fresh, cooked, fat added"
4220,"Kale, frozen, cooked, fat added"
4221,"Lambsquarter, cooked"
4222,"Mustard greens, raw"
4223,"Mustard greens, fresh, cooked, no added fat"
4224,"Mustard greens, frozen, cooked, no added fat"
4225,"Mustard greens, NS as to form, cooked"
4226,"Mustard greens, fresh, cooked, fat added"
4227,"Mustard greens, frozen, cooked, fat added"
4228,"Poke greens, cooked"
4229,"Radicchio, raw"
4230,"Spinach, raw"
4231,"Spinach, fresh, cooked, no added fat"
4232,"Spinach, frozen, cooked, no added fat"
4233,"Spinach, canned, cooked, no added fat"
4234,"Spinach, fresh, cooked with oil"
4235,"Spinach, fresh, cooked with butter or margarine"
4236,"Spinach, NS as to form, cooked"
4237,"Spinach, fresh, cooked, fat added, NS as to fat type"
4238,"Spinach, frozen, cooked, fat added, NS as to fat type"
4239,"Spinach, canned, cooked, fat added, NS as to fat type"
4240,"Spinach, frozen, cooked with oil"
4241,"Spinach, frozen, cooked with butter or margarine"
4242,"Spinach, canned, cooked with oil"
4243,"Spinach, canned, cooked with butter or margarine"
4244,"Spinach, creamed"
4245,Spinach souffle
4246,Spinach and cheese casserole
4247,Palak Paneer
4248,Channa Saag
4249,"Taro leaves, cooked"
4250,"Turnip greens, fresh, cooked, no added fat"
4251,"Turnip greens, frozen, cooked, no added fat"
4252,"Turrnip greens, NS as to form, cooked"
4253,"Turnip greens, fresh, cooked, fat added"
4254,"Turnip greens, frozen, cooked, fat added"
4255,"Watercress, raw"
4256,"Watercress, cooked"
4257,"Bitter melon, horseradish, jute, or radish leaves, cooked"
4258,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked"
4259,"Broccoli, raw"
4260,"Broccoli, cooked, from restaurant"
4261,"Broccoli, fresh, cooked, no added fat"
4262,"Broccoli, frozen, cooked, no added fat"
4263,"Broccoli, NS as to form, cooked"
4264,"Broccoli, fresh, cooked, fat added, NS as to fat type"
4265,"Broccoli, frozen, cooked, fat added, NS as to fat type"
4266,"Broccoli, fresh, cooked with oil"
4267,"Broccoli, fresh, cooked with butter or margarine"
4268,"Broccoli, frozen, cooked with oil"
4269,"Broccoli, frozen, cooked with butter or margarine"
4270,Broccoli casserole with noodles
4271,Broccoli casserole with rice
4272,Fried broccoli
4273,"Broccoli, chinese, raw"
4274,"Broccoli, Chinese, cooked"
4275,"Soup, broccoli cheese"
4276,"Carrots, raw"
4277,"Carrots, raw, salad"
4278,"Carrots, raw, salad with apples"
4279,"Carrots, cooked, from restaurant"
4280,"Carrots, fresh, cooked, no added fat"
4281,"Carrots, frozen, cooked, no added fat"
4282,"Carrots, canned, cooked, no added fat"
4283,"Carrots, fresh, cooked with oil"
4284,"Carrots, fresh, cooked with butter or margarine"
4285,"Carrots, NS as to form, cooked"
4286,"Carrots, fresh, cooked, fat added, NS as to fat type"
4287,"Carrots, frozen, cooked, fat added, NS as to fat type"
4288,"Carrots, canned, cooked, fat added, NS as to fat type"
4289,"Carrots, frozen, cooked with oil"
4290,"Carrots, frozen, cooked with butter or margarine"
4291,"Carrots, canned, cooked with oil"
4292,"Carrots, canned, cooked with butter or margarine"
4293,"Carrots, glazed, cooked"
4294,"Carrots, canned, reduced sodium, cooked, no added fat"
4295,"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type"
4296,"Carrots, canned, reduced sodium, cooked with oil"
4297,"Carrots, canned, reduced sodium, cooked with butter or margarine"
4298,Beet juice
4299,"Carrot juice, 100%"
4300,"Peas and carrots, fresh, cooked, no added fat"
4301,"Peas and carrots, frozen, cooked, no added fat"
4302,"Peas and carrots, canned, cooked, no added fat"
4303,"Peas and carrots, cooked, NS as to form"
4304,"Peas and carrots, fresh, cooked, fat added"
4305,"Peas and carrots, frozen, cooked, fat added"
4306,"Peas and carrots, canned, cooked, fat added"
4307,"Pumpkin, canned, cooked"
4308,"Pumpkin, cooked"
4309,"Winter squash, raw"
4310,"Winter squash, cooked, no added fat"
4311,"Winter squash, cooked, fat added"
4312,"Squash, winter, souffle"
4313,"Sweet potato, NFS"
4314,"Sweet potato, baked, NS as to fat"
4315,"Sweet potato, baked, no added fat"
4316,"Sweet potato, baked, fat added"
4317,"Sweet potato, boiled, NS as to fat"
4318,"Sweet potato, boiled, no added fat"
4319,"Sweet potato, boiled, fat added"
4320,"Sweet potato, candied"
4321,"Sweet potato, canned, NS as to fat"
4322,"Sweet potato, canned, no added fat"
4323,"Sweet potato, canned, fat added"
4324,"Sweet potato, casserole or mashed"
4325,"Sweet potato fries, NFS"
4326,Sweet potato chips
4327,"Sweet potato fries, frozen"
4328,"Sweet potato fries, from fresh"
4329,"Sweet potato fries, fast food / restaurant"
4330,"Sweet potato fries, school"
4331,Sweet potato tots
4332,"Sweet potato tots, fast food / restaurant"
4333,"Sweet potato tots, school"
4334,"Soup, pumpkin"
4335,"Tomatoes, raw"
4336,"Tomatoes, NS as to form, cooked"
4337,"Tomatoes, fresh, cooked"
4338,"Tomatoes, canned, cooked"
4339,"Tomatoes, scalloped"
4340,"Tomatoes, canned, reduced sodium, cooked"
4341,Fried green tomatoes
4342,"Tomato, green, pickled"
4343,Sun-dried tomatoes
4344,"Tomato juice, 100%"
4345,"Tomato juice, 100%, low sodium"
4346,Tomato juice cocktail
4347,"Tomato and vegetable juice, 100%"
4348,"Tomato and vegetable juice, 100%, low sodium"
4349,Ketchup
4350,"Ketchup, reduced sodium"
4351,Tomato chili sauce
4352,"Salsa, NFS"
4353,"Salsa, pico de gallo"
4354,"Salsa, red"
4355,"Salsa, red, homemade"
4356,Taco sauce
4357,"Enchilada sauce, red"
4358,"Enchilada sauce, green"
4359,"Salsa verde or salsa, green"
4360,Hot Thai sauce
4361,Spaghetti sauce
4362,Spaghetti sauce with added vegetables
4363,"Spaghetti sauce, reduced sodium"
4364,"Spaghetti sauce, fat free"
4365,Vodka sauce with tomatoes and cream
4366,Barbecue sauce
4367,Buffalo sauce
4368,Steak sauce
4369,Cocktail sauce
4370,Puerto Rican seasoning with ham
4371,Puerto Rican seasoning without ham and tomato sauce
4372,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar"
4373,"Soup, tomato"
4374,"Soup, cream of tomato"
4375,"Soup, tomato, canned"
4376,"Soup, tomato, canned / carton, reduced sodium"
4377,Tomato sandwich on white
4378,Tomato sandwich on wheat
4379,"Raw vegetable, NFS"
4380,"Sprouts, NFS"
4381,"Alfalfa sprouts, raw"
4382,Artichoke
4383,"Asparagus, raw"
4384,"Bean sprouts, raw"
4385,"Green beans, raw"
4386,"Beets, raw"
4387,"Broccoflower, raw"
4388,"Brussels sprouts, raw"
4389,"Cabbage, green, raw"
4390,"Cabbage, Chinese, raw"
4391,"Cabbage, red, raw"
4392,"Cactus, raw"
4393,"Cauliflower, raw"
4394,"Celery, raw"
4395,"Fennel bulb, raw"
4396,"Basil, raw"
4397,"Chives, raw"
4398,"Cilantro, raw"
4399,"Corn, raw"
4400,"Cucumber, raw"
4401,"Eggplant, raw"
4402,"Garlic, raw"
4403,"Jicama, raw"
4404,"Kohlrabi, raw"
4405,"Lettuce, raw"
4406,"Lettuce, Boston, raw"
4407,"Lettuce, arugula, raw"
4408,"Mixed salad greens, raw"
4409,"Mushrooms, raw"
4410,"Onions, green, raw"
4411,"Onions, raw"
4412,"Parsley, raw"
4413,"Green peas, raw"
4414,"Peppers, hot, raw"
4415,"Peppers, raw, NFS"
4416,"Peppers, sweet, green, raw"
4417,"Peppers, sweet, red, raw"
4418,"Peppers, banana, raw"
4419,Radish
4420,"Rutabaga, raw"
4421,"Seaweed, raw"
4422,"Snowpeas, raw"
4423,"Summer squash, yellow, raw"
4424,"Summer squash, green, raw"
4425,"Turnip, raw"
4426,Mixed vegetable juice
4427,Celery juice
4428,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing"
4429,Broccoli slaw salad
4430,"Coleslaw, fast food / restaurant"
4431,Coleslaw
4432,"Cabbage salad, NFS"
4433,"Coleslaw, with fruit"
4434,Cucumber and vegetable namasu
4435,"Cucumber salad, made with sour cream dressing"
4436,"Cucumber salad, made with Italian dressing"
4437,Cucumber salad made with cucumber and vinegar
4438,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing"
4439,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing"
4440,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"
4441,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing"
4442,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing"
4443,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing"
4444,"Lettuce, wilted, with bacon dressing"
4445,"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon"
4446,"Greek Salad, no dressing"
4447,"Spinach salad, no dressing"
4448,"Cobb salad, no dressing"
4449,Aloe vera juice drink
4450,"Asparagus, fresh, cooked, no added fat"
4451,"Asparagus, frozen, cooked, no added fat"
4452,"Asparagus, canned, cooked, no added fat"
4453,"Asparagus, NS as to form, cooked"
4454,"Asparagus, fresh, cooked, fat added, NS as to fat type"
4455,"Asparagus, frozen, cooked, fat added, NS as to fat type"
4456,"Asparagus, canned, cooked, fat added, NS as to fat type"
4457,"Asparagus, fresh, cooked with oil"
4458,"Asparagus, fresh, cooked with butter or margarine"
4459,"Asparagus, frozen, cooked with oil"
4460,"Asparagus, frozen, cooked with butter or margarine"
4461,"Asparagus, canned, cooked with oil"
4462,"Asparagus, canned, cooked with butter or margarine"
4463,"Bamboo shoots, cooked"
4464,"Lima beans, from frozen, no added fat"
4465,"Lima beans, from frozen, fat added"
4466,"Lima beans, from canned"
4467,"Green beans, cooked, from restaurant"
4468,"Green beans, fresh, cooked, no added fat"
4469,"Green beans, frozen, cooked, no added fat"
4470,"Green beans, canned, cooked, no added fat"
4471,"Green beans, NS as to form, cooked"
4472,"Green beans, fresh, cooked, fat added, NS as to fat type"
4473,"Green beans, frozen, cooked, fat added, NS as to fat type"
4474,"Green beans, canned, cooked, fat added, NS as to fat type"
4475,"Green beans, fresh, cooked with oil"
4476,"Green beans, fresh, cooked with butter or margarine"
4477,"Green beans, frozen, cooked with oil"
4478,"Green beans, frozen, cooked with butter or margarine"
4479,"Green beans, canned, cooked with oil"
4480,"Green beans, canned, cooked with butter or margarine"
4481,"Green beans, canned, reduced sodium, cooked, no added fat"
4482,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type"
4483,"Green beans, canned, reduced sodium, cooked with oil"
4484,"Green beans, canned, reduced sodium, cooked with butter or margarine"
4485,Fried green beans
4486,"Yellow string beans, cooked"
4487,"Bean sprouts, cooked"
4488,"Beets, fresh, cooked, no added fat"
4489,"Beets, canned, cooked, no added fat"
4490,"Beets, NS as to form, cooked"
4491,"Beets, fresh, cooked, fat added"
4492,"Beets, canned, cooked, fat added"
4493,"Beets, canned, reduced sodium, cooked"
4494,"Bitter melon, cooked"
4495,"Breadfruit, cooked"
4496,"Broccoflower, cooked"
4497,"Brussels sprouts, fresh, cooked, no added fat"
4498,"Brussels sprouts, frozen, cooked, no added fat"
4499,"Brussels sprouts, NS as to form, cooked"
4500,"Brussels sprouts, fresh, cooked, fat added"
4501,"Brussels sprouts, frozen, cooked, fat added"
4502,"Burdock, cooked"
4503,"Cabbage, Chinese, cooked, no added fat"
4504,"Cabbage, Chinese, cooked, fat added"
4505,"Cabbage, green, cooked, no added fat"
4506,"Cabbage, green, cooked, fat added, NS as to fat type"
4507,"Cabbage, green, cooked with oil"
4508,"Cabbage, green, cooked with butter or margarine"
4509,"Cabbage, red, cooked"
4510,"Cabbage, savoy, cooked"
4511,"Cactus, cooked, no added fat"
4512,"Cactus, cooked, fat added"
4513,"Cauliflower, fresh, cooked, no added fat"
4514,"Cauliflower, frozen, cooked, no added fat"
4515,"Cauliflower, NS as to form, cooked"
4516,"Cauliflower, fresh, cooked, fat added, NS as to fat type"
4517,"Cauliflower, frozen, cooked, fat added, NS as to fat type"
4518,"Cauliflower, fresh, cooked with oil"
4519,"Cauliflower, fresh, cooked with butter or margarine"
4520,"Cauliflower, frozen, cooked with oil"
4521,"Cauliflower, frozen, cooked with butter or margarine"
4522,"Celery, cooked"
4523,"Fennel bulb, cooked"
4524,"Christophine, cooked"
4525,"Corn, cooked, from restaurant"
4526,"Corn, fresh, cooked, no added fat"
4527,"Corn, frozen, cooked, no added fat"
4528,"Corn, canned, cooked, no added fat"
4529,"Corn, NS as to form, cooked"
4530,"Corn, fresh, cooked, fat added, NS as to fat type"
4531,"Corn, frozen, cooked, fat added, NS as to fat type"
4532,"Corn, canned, cooked, fat added, NS as to fat type"
4533,"Corn, fresh, cooked with oil"
4534,"Corn, fresh, cooked with butter or margarine"
4535,"Corn, frozen, cooked with oil"
4536,"Corn, frozen, cooked with butter or margarine"
4537,"Corn, canned, cooked with oil"
4538,"Corn, canned, cooked with butter or margarine"
4539,"Corn, creamed"
4540,"Corn, canned, reduced sodium, cooked, no added fat"
4541,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type"
4542,"Corn, canned, reduced sodium, cooked with oil"
4543,"Corn, canned, reduced sodium, cooked with butter or margarine"
4544,"Cucumber, cooked"
4545,"Eggplant, cooked, no added fat"
4546,"Eggplant, cooked, fat added"
4547,"Flowers or blossoms of sesbania, squash, or lily, cooked"
4548,"Garlic, cooked"
4549,"Hominy, cooked"
4550,"Kohlrabi, cooked"
4551,Leeks
4552,"Lotus root, cooked"
4553,"Mushrooms, fresh, cooked, no added fat"
4554,"Mushrooms, NS as to form, cooked"
4555,"Mushrooms, fresh, cooked, fat added, NS as to fat type"
4556,"Mushrooms, canned, cooked"
4557,"Mushrooms, fresh, cooked with oil"
4558,"Mushrooms, fresh, cooked with butter or margarine"
4559,"Mushroom, Asian, cooked, from dried"
4560,"Okra, fresh, cooked, no added fat"
4561,"Okra, frozen, cooked, no added fat"
4562,"Okra, NS as to form, cooked"
4563,"Okra, fresh, cooked, fat added"
4564,"Okra, frozen, cooked, fat added"
4565,"Lettuce, cooked"
4566,"Onions, cooked, no added fat"
4567,"Onions, cooked, fat added"
4568,"Onions, pearl, cooked"
4569,"Onions, green, cooked"
4570,"Palm hearts, cooked"
4571,"Parsnips, cooked"
4572,"Blackeyed peas, from frozen"
4573,"Blackeyed peas, from canned"
4574,"Green peas, cooked, from restaurant"
4575,"Green peas, fresh, cooked, no added fat"
4576,"Green peas, frozen, cooked, no added fat"
4577,"Green peas, canned, cooked, no added fat"
4578,"Green peas, NS as to form, cooked"
4579,"Green peas, fresh, cooked, fat added, NS as to fat type"
4580,"Green peas, frozen, cooked, fat added, NS as to fat type"
4581,"Green peas, canned, cooked, fat added, NS as to fat type"
4582,"Green peas, fresh, cooked with oil"
4583,"Green peas, fresh, cooked with butter or margarine"
4584,"Green peas, frozen, cooked with oil"
4585,"Green peas, frozen, cooked with butter or margarine"
4586,"Green peas, canned, cooked with oil"
4587,"Green peas, canned, cooked with butter or margarine"
4588,"Green peas, canned, reduced sodium, cooked, no added fat"
4589,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type"
4590,"Green peas, canned, reduced sodium, cooked with oil"
4591,"Green peas, canned, reduced sodium, cooked with butter or margarine"
4592,"Peppers, green, cooked"
4593,"Peppers, red, cooked"
4594,"Peppers, hot, cooked"
4595,Pimiento
4596,"Rutabaga, cooked"
4597,"Salsify, cooked"
4598,Sauerkraut
4599,"Snowpeas, fresh, cooked, no added fat"
4600,"Snowpeas, frozen, cooked, no added fat"
4601,"Snowpeas, NS as to form, cooked"
4602,"Snowpeas, fresh, cooked, fat added"
4603,"Snowpeas, frozen, cooked, fat added"
4604,"Seaweed, dried"
4605,"Seaweed, cooked, no added fat"
4606,"Seaweed, cooked, fat added"
4607,"Summer squash, yellow or green, fresh, cooked, no added fat"
4608,"Summer squash, yellow or green, frozen, cooked, no added fat"
4609,"Summer squash, yellow or green, NS as to form, cooked"
4610,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type"
4611,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type"
4612,"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type"
4613,"Summer squash, yellow or green, fresh, cooked with oil"
4614,"Summer squash, yellow or green, fresh, cooked with butter or margarine"
4615,"Summer squash, yellow or green, frozen, cooked with oil"
4616,"Summer squash, yellow or green, frozen, cooked with butter or margarine"
4617,"Spaghetti squash, cooked"
4618,"Turnip, cooked"
4619,Water Chesnut
4620,"Winter melon, cooked"
4621,Yeast
4622,Yeast extract spread
4623,"Lima beans and corn, cooked, no added fat"
4624,"Lima beans and corn, cooked, fat added"
4625,"Bean salad, yellow and/or green string beans"
4626,"Peppers and onions, cooked, no added fat"
4627,"Peppers and onions, cooked, fat added"
4628,"Classic mixed vegetables, cooked, from restaurant"
4629,"Classic mixed vegetables, frozen, cooked, no added fat"
4630,"Classic mixed vegetables, canned, cooked, no added fat"
4631,"Classic mixed vegetables, NS as to form, cooked"
4632,"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type"
4633,"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type"
4634,"Classic mixed vegetables, frozen, cooked with oil"
4635,"Classic mixed vegetables, frozen, cooked with butter or margarine"
4636,"Classic mixed vegetables, canned, cooked with oil"
4637,"Classic mixed vegetables, canned, cooked with butter or margarine"
4638,"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat"
4639,"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type"
4640,"Classic mixed vegetables, canned, reduced sodium, cooked with oil"
4641,"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine"
4642,"Peas and corn, cooked, no added fat"
4643,"Peas and corn, cooked, fat added"
4644,Ratatouille
4645,"Vegetables, stew type, cooked, fat added"
4646,"Vegetables, stew type, cooked, no added fat"
4647,"Broccoli and cauliflower, cooked, no added fat"
4648,"Broccoli and cauliflower, cooked, fat added"
4649,"Broccoli, cauliflower and carrots, cooked, no added fat"
4650,"Broccoli, cauliflower and carrots, cooked, fat added"
4651,"Asian stir fry vegetables, cooked, no added fat"
4652,"Asian stir fry vegetables, cooked, fat added"
4653,"Jai, Monk's Food"
4654,"Vegetable mixture, dried"
4655,"Artichokes, stuffed"
4656,Green bean casserole
4657,"Green beans, cooked, Szechuan-style"
4658,Fried cauliflower
4659,"Chiles rellenos, cheese-filled"
4660,"Chiles rellenos, filled with meat and cheese"
4661,Stuffed jalapeno pepper
4662,"Corn, scalloped or pudding"
4663,"Fritter, corn"
4664,Fried eggplant
4665,Eggplant dip
4666,"Eggplant parmesan casserole, regular"
4667,Eggplant with cheese and tomato sauce
4668,"Mushrooms, stuffed"
4669,Fried mushrooms
4670,Fried okra
4671,Fried onion rings
4672,Pea salad
4673,Pea salad with cheese
4674,"Fried summer squash, yellow or green"
4675,"Squash, summer, casserole with tomato and cheese"
4676,"Squash, summer, casserole, with rice and tomato sauce"
4677,"Squash, summer, casserole, with cheese sauce"
4678,"Squash, summer, souffle"
4679,"Stew, vegetable"
4680,"Chow mein or chop suey, meatless, no noodles"
4681,Vegetable tempura
4682,Pakora
4683,Vegetable curry
4684,Vegetable curry with rice
4685,"Chow mein or chop suey, meatless, with noodles"
4686,"Green beans, pickled"
4687,"Beets, pickled"
4688,"Celery, pickled"
4689,"Relish, corn"
4690,"Cauliflower, pickled"
4691,"Cabbage, green, pickled"
4692,"Cabbage, red, pickled"
4693,Kimchi
4694,"Pickles, dill"
4695,"Relish, pickle"
4696,"Pickles, sweet"
4697,"Eggplant, pickled"
4698,"Ginger root, pickled"
4699,Horseradish
4700,"Mushrooms, pickled"
4701,Mustard
4702,Honey mustard dip
4703,"Okra, pickled"
4704,"Olives, NFS"
4705,"Olives, green"
4706,"Olives, black"
4707,"Olives, stuffed"
4708,Olive tapenade
4709,Hot pepper sauce
4710,"Peppers, sweet, pickled"
4711,"Peppers, hot, pickled"
4712,"Peppers, jalapenos"
4713,"Pickles, NFS"
4714,"Pickles, fried"
4715,"Radishes, pickled"
4716,"Seaweed, pickled"
4717,"Vegetables, pickled"
4718,"Turnip, pickled"
4719,Wasabi paste
4720,"Zucchini, pickled"
4721,"Soup, borscht"
4722,"Soup, gazpacho"
4723,"Soup, cream of mushroom"
4724,"Soup, French onion"
4725,"Soup, cream of vegetable"
4726,"Soup, seaweed"
4727,"Soup, vegetable, canned"
4728,"Soup, vegetable, canned, reduced sodium"
4729,"Soup, vegetable"
4730,"Soup, minestrone"
4731,"Soup, beef"
4732,"Soup, vegetable, with meat"
4733,"Baby Toddler vegetable, NFS"
4734,"Baby Toddler carrots, Stage 1"
4735,"Baby Toddler carrots, Stage 2"
4736,"Baby Toddler squash, Stage 1"
4737,"Baby Toddler squash, Stage 2"
4738,"Baby Toddler sweet potatoes, Stage 1"
4739,"Baby Toddler sweet potatoes, Stage 2"
4740,"Baby Toddler green beans, Stage 1"
4741,"Baby Toddler green beans, Stage 2"
4742,Baby Toddler beets
4743,"Baby Toddler multiple vegetables, Stage 2"
4744,"Baby Toddler multiple vegetables, Stage 3"
4745,"Baby Toddler vegetables, with grain"
4746,Baby Toddler vegetables and meat
4747,"Baby Toddler peas, Stage 1"
4748,"Baby Toddler peas, Stage 2"
4749,"Toddler meal, NFS"
4750,"Toddler meal, meat and vegetables"
4751,"Toddler meal, rice and vegetables"
4752,"Toddler meal, pasta"
4753,"Toddler meal, pasta and vegetables"
4754,"Fried stuffed potatoes, Puerto Rican style"
4755,"Green plantain with cracklings, Puerto Rican style"
4756,"Ripe plantain meat pie, Puerto Rican style"
4757,Puerto Rican pasteles
4758,"Stuffed cabbage, with meat, Puerto Rican style"
4759,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style"
4760,Eggplant and meat casserole
4761,"Vegetable and fruit juice, 100% juice, with high vitamin C"
4762,"Fruit and vegetable smoothie, with dairy"
4763,"Fruit and vegetable smoothie, added protein"
4764,"Fruit and vegetable smoothie, non-dairy"
4765,"Fruit and vegetable smoothie, non-dairy, added protein"
4766,"Fruit and vegetable smoothie, bottled"
4767,"Fruit and vegetable smoothie, no dairy"
4768,Vegetable smoothie
4769,"Table fat, NFS"
4770,"Butter, NFS"
4771,"Butter, stick"
4772,"Butter, tub"
4773,"Butter, light"
4774,"Margarine, NFS"
4775,"Margarine, stick"
4776,"Margarine, tub"
4777,"Butter replacement, liquid"
4778,"Margarine, light"
4779,"Butter replacement, powder"
4780,"Oil or table fat, NFS"
4781,Animal fat or drippings
4782,Lard
4783,"Shortening, NS as to vegetable or animal"
4784,"Ghee, clarified butter"
4785,Garlic sauce
4786,Lemon-butter sauce
4787,Hollandaise sauce
4788,Sandwich spread
4789,Tartar sauce
4790,Horseradish sauce
4791,Pesto sauce
4792,Fry sauce
4793,"Sauce, NFS"
4794,Curry sauce
4795,Honey butter
4796,"Vegetable oil, NFS"
4797,Almond oil
4798,Coconut oil
4799,Corn oil
4800,Cottonseed oil
4801,Flaxseed oil
4802,Olive oil
4803,Peanut oil
4804,Canola oil
4805,Safflower oil
4806,Sesame oil
4807,Soybean oil
4808,Sunflower oil
4809,Walnut oil
4810,Wheat germ oil
4811,"Salad dressing, NFS, for salads"
4812,"Salad dressing, NFS, for sandwiches"
4813,Blue or roquefort cheese dressing
4814,Bacon and tomato dressing
4815,Caesar dressing
4816,Coleslaw dressing
4817,French or Catalina dressing
4818,Honey mustard dressing
4819,"Italian dressing, made with vinegar and oil"
4820,"Mayonnaise, regular"
4821,Vegan mayonnaise
4822,Russian dressing
4823,Mayonnaise-type salad dressing
4824,Avocado dressing
4825,Creamy Italian dressing
4826,Poppy seed dressing
4827,Sesame dressing
4828,Ranch dressing
4829,Thousand Island dressing
4830,Fruit dressing
4831,"Salad dressing, light, NFS"
4832,"Blue or roquefort cheese dressing, light"
4833,"Creamy Italian dressing, light"
4834,"French or Catalina dressing, light"
4835,"Caesar dressing, light"
4836,"Mayonnaise, light"
4837,"Mayonnaise, reduced fat,  with olive oil"
4838,"Mayonnaise-type salad dressing, light"
4839,"Honey mustard dressing, light"
4840,"Italian dressing, light"
4841,"Ranch dressing, light"
4842,"Sesame dressing, light"
4843,"Thousand Island dressing, light"
4844,Korean dressing or marinade
4845,"Blue or roquefort cheese dressing, fat free"
4846,"Caesar dressing, fat free"
4847,"Creamy Italian dressing, fat free"
4848,"French or Catalina dressing, fat free"
4849,"Honey mustard dressing, fat free"
4850,"Italian dressing, fat free"
4851,"Mayonnaise, fat free"
4852,"Ranch dressing, fat free"
4853,"Salad dressing, fat free, NFS"
4854,"Thousand Island dressing, fat free"
4855,"Bacon, for use with vegetables"
4856,"Ham, for use with vegetables"
4857,"Beef, for use with vegetables"
4858,"Chicken, for use with vegetables"
4859,"Cream sauce, for use with vegetables"
4860,"Cheese sauce, for use with vegetables"
4861,"Gravy, for use with vegetables"
4862,"Soy based sauce, for use with vegetables"
4863,"Tomato sauce, for use with vegetables"
4864,"Avocado, for use on a sandwich"
4865,"Cucumber, for use on a sandwich"
4866,"Lettuce, for use on a sandwich"
4867,"Mushrooms, for use on a sandwich"
4868,"Onions, for use on a sandwich"
4869,"Pepper, for use on a sandwich"
4870,"Spinach, for use on a sandwich"
4871,"Tomatoes, for use on a sandwich"
4872,"Bacon, for use on a sandwich"
4873,"Sugar, NFS"
4874,"Sugar, white, granulated or lump"
4875,"Sugar, white, confectioner's, powdered"
4876,"Sugar, brown"
4877,"Sugar, cinnamon"
4878,Sugar substitute and sugar blend
4879,"Sugar substitute, sucralose, powder"
4880,"Sugar substitute, stevia, powder"
4881,"Sugar substitute, stevia, liquid"
4882,"Sugar substitute, monk fruit, powder"
4883,"Sugar substitute, powder, NFS"
4884,"Sugar substitute, liquid, NFS"
4885,"Sugar substitute, saccharin, powder"
4886,"Sugar substitute, saccharin, liquid"
4887,"Sugar substitute, aspartame, powder"
4888,"Syrup, NFS"
4889,Pancake syrup
4890,Corn syrup
4891,Blueberry syrup
4892,Chocolate syrup
4893,"Chocolate syrup, light"
4894,Simple syrup
4895,Strawberry drink syrup
4896,"Pancake syrup, light"
4897,Honey
4898,Agave liquid sweetener
4899,Molasses
4900,"Topping, butterscotch or caramel"
4901,"Topping, chocolate"
4902,"Topping, fruit"
4903,"Topping, marshmallow"
4904,"Topping, nuts and syrup"
4905,Chocolate hazelnut spread
4906,"Icing, chocolate"
4907,"Icing, white"
4908,"Caramel dip, regular"
4909,"Caramel dip, light"
4910,Chocolate dip
4911,Dessert dip
4912,Sweet and sour sauce
4913,Dessert sauce
4914,Duck sauce
4915,"Jam or jelly, NFS"
4916,Jelly
4917,Jam
4918,Fruit butter
4919,Marmalade
4920,"Jam or jelly, sugar free"
4921,"Jam or jelly, reduced sugar"
4922,"Jam or jelly, fruit juice sweetened"
4923,Guava paste
4924,Sweet potato paste
4925,"Bean paste, sweetened"
4926,Gelatin dessert
4927,Gelatin dessert with fruit
4928,Gelatin salad with vegetables
4929,"Gelatin dessert, sugar free"
4930,"Gelatin dessert, sugar free, with fruit"
4931,Yokan
4932,Haupia
4933,Italian Ice
4934,"Italian Ice, no sugar added"
4935,"Popsicle, NFS"
4936,Popsicle
4937,"Popsicle, no sugar added"
4938,Freezer pop
4939,Snow cone
4940,"Snow cone, no sugar added"
4941,"Candy, NFS"
4942,"Almonds, chocolate covered candy"
4943,"Chocolate candy, other, NFS"
4944,Chocolate candy
4945,"Chocolate candy with nuts, other, NFS"
4946,Chocolate candy with nuts
4947,Chocolate candy with cereal
